Investor Name,Geography,Check Size,Stages,Investment Thesis,Fake Email
Opera Tech Ventures by... Corporate VC,USA Israel +2,min. $1M,3. Early Revenue,,operatechbycorporatevc@gmail.com
PentaLab VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,pentalab@hotmail.com
Vanderlande Industries Corporate VC,USA,N/A,3. Early Revenue,,team@vanderlandeindustriescorporatevc.com
Global Environment Fun... VC firm,N/A,N/A,N/A,,invest@globalenvironmentfun.com
Simon Venture Group VC firm,N/A,N/A,N/A,,hello@simonventure.com
Catapult Capital VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,invest@catapult.com
Stephens Group Family office,USA,N/A,N/A,,invest@stephens.com
Everhaus VC firm,Indonesia,N/A,2. Prototype,,invest@everhaus.com
Sacramento Angels Angel network,N/A,N/A,N/A,,sacramentoangels@hotmail.com
Bamboo Capital Partner... Other,N/A,N/A,N/A,,bamboopartnerother@gmail.com
Alpha Bridge Ventures VC firm,N/A,N/A,N/A,,team@alphabridge.com
Thursday Ventures VC firm,N/A,N/A,N/A,,info@thursday.com
Benchmark VC firm,N/A,N/A,3. Early Revenue 4. Scaling,,benchmark@hotmail.com
Green Bay Ventures VC firm,N/A,N/A,N/A,,invest@greenbay.com
Anu Connect Ventures VC firm,Australia,min. $500k,N/A,,info@anuconnect.com
Docor International Ma... VC firm,N/A,N/A,5. Growth 6. Pre-IPO,,info@docorinternationalma.com
Saatchinvest VC firm,N/A,N/A,N/A,,team@saatchinvest.com
Deepcore VC firm,Japan,N/A,N/A,,deepcore@gmail.com
OM2 Ventures VC firm,N/A,N/A,3. Early Revenue 4. Scaling +1,,invest@om2.com
Third Kind Venture Cap... Other,USA,N/A,N/A,,hello@thirdkindventurecapother.com
Diffusion Capital Part... VC firm,Turkey,N/A,3. Early Revenue,,diffusionpart@hotmail.com
Kentucky Angels Angel network,N/A,N/A,N/A,,team@kentuckyangels.com
Wilmington Investor Ne... Angel network,N/A,N/A,N/A,,wilmingtoninvestorne@gmail.com
Meads Bay Capital Family office,USA,N/A,N/A,,meadsbay@gmail.com
Versant Ventures VC firm,USA Canada,N/A,3. Early Revenue,,contact@versant.com
TPG Capital VC firm,N/A,N/A,N/A,,tpg@hotmail.com
Slater Fund VC firm,USA,N/A,3. Early Revenue,,info@slaterfund.com
MB Venture Partners VC firm,USA,N/A,3. Early Revenue,,mbventurepartners@hotmail.com
Manatt Venture Fund Corporate VC,USA,N/A,N/A,,info@manattventurefundcorporatevc.com
OS Fund VC firm,USA Canada,N/A,3. Early Revenue,,osfund@hotmail.com
Dorado Peak Capital Family office,USA,N/A,N/A,,hello@doradopeak.com
GreatPoint Ventures VC firm,N/A,N/A,4. Scaling 5. Growth,,greatpoint@hotmail.com
Adams Capital Manageme... Other,USA,N/A,N/A,,hello@adamsmanagemeother.com
SGIF Sports Gaming Inv... VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,info@sgifsportsgaminginv.com
Pereg Ventures VC firm,N/A,N/A,2. Prototype 3. Early Revenue +1,,hello@pereg.com
Synchrony Ventures Corporate VC,USA,N/A,N/A,,team@synchronycorporatevc.com
Sound Ventures Corporate VC,USA,N/A,N/A,,team@soundcorporatevc.com
Ceres Corporate VC,Japan,N/A,N/A,,contact@cerescorporatevc.com
Endiya VC firm,USA Israel +1,N/A,2. Prototype 3. Early Revenue,,team@endiya.com
Fertitta Capital Other,N/A,N/A,N/A,,info@fertittaother.com
Magma Partners VC firm,Chile,min. $25k,2. Prototype,"We invest in $25,000 to $5M from first check to Series A. While we’re best known for fintech, insurtech and prop...",team@magmapartners.com
808 Ventures VC firm,Australia,N/A,N/A,,invest@808.com
AddVentures by SCG Corporate VC,Thailand,N/A,N/A,,team@addbyscgcorporatevc.com
West Lane Capital VC firm,N/A,N/A,N/A,,info@westlane.com
Central Illinois Angel... Angel network,N/A,N/A,N/A,,invest@centralillinoisangel.com
Enlightened Hospitalit... Corporate VC,USA,N/A,N/A,,invest@enlightenedhospitalitcorporatevc.com
W Ventures VC firm,Japan,N/A,N/A,,hello@w.com
Bertelsmann Asia Inves... Corporate VC,China,N/A,N/A,,invest@bertelsmannasiainvescorporatevc.com
Agilent Technologies Corporate VC,USA,N/A,N/A,,team@agilenttechnologiescorporatevc.com
Accord Ventures VC firm,Japan,N/A,N/A,,accord@gmail.com
Deutsche Bahn Digital ... Corporate VC,Canada USA +2,min. $1M,2. Prototype 3. Early Revenue +1,"We invest in early-stage startups that solve the most intractable problems in mobility, logistics/supply chain, and the...",info@deutschebahndigitalcorporatevc.com
V1.VC VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,v1vc@hotmail.com
Off the Grid Ventures Other,USA,N/A,N/A,,contact@offthegridother.com
Forward One VC firm,Netherlands,N/A,N/A,,invest@forwardone.com
Working Capital forCom... Other,N/A,N/A,N/A,,invest@workingforcomother.com
US Renewable Group VC firm,N/A,N/A,N/A,,usrenewable@hotmail.com
Crosscut Ventures VC firm,USA,N/A,2. Prototype 3. Early Revenue,,info@crosscut.com
CoVenture Other,USA,N/A,3. Early Revenue 4. Scaling,"We invest in founders who operate across the bleeding edge of financial services, new forms of media, platform...",info@coventureother.com
Intuition Fund VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,hello@intuitionfund.com
Intersouth Partners Other,USA,N/A,N/A,,contact@intersouthpartnersother.com
Reno Seed Fund VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,invest@renoseedfund.com
TLV Partners VC firm,UK,N/A,2. Prototype 3. Early Revenue,,contact@tlvpartners.com
The Farm Ventures VC firm,N/A,N/A,N/A,,thefarm@hotmail.com
VegInvest VC firm,USA,N/A,3. Early Revenue,,team@veginvest.com
Fairhaven Capital VC firm,USA Israel +1,N/A,3. Early Revenue,,fairhaven@hotmail.com
Marcy Ventures Other,N/A,N/A,N/A,,info@marcyother.com
Ferguson Ventures Corporate VC,USA,N/A,N/A,,fergusoncorporatevc@hotmail.com
Sapien Ventures VC firm,Australia USA +1,min. $500k,N/A,,invest@sapien.com
Notion Capital VC firm,UK France,N/A,3. Early Revenue,,invest@notion.com
Playtika Growth Invest... VC firm,N/A,N/A,5. Growth 6. Pre-IPO,,info@playtikagrowthinvest.com
VNT Management VC firm,Finland,min. $500k,3. Early Revenue 4. Scaling,,hello@vntmanagement.com
FourDice Consulting Family office,USA,N/A,N/A,,contact@fourdiceconsulting.com
Verse Capital Ventures VC firm,N/A,N/A,N/A,,hello@verse.com
Link Ventures VC firm,N/A,N/A,3. Early Revenue 4. Scaling,,info@link.com
Mass Medical Angels Angel network,N/A,N/A,N/A,,massmedicalangels@gmail.com
Passion Capital Manage... VC firm,UK,N/A,3. Early Revenue,,hello@passionmanage.com
Miramar Ventures VC firm,USA Canada,min. $100k,3. Early Revenue,,info@miramar.com
"Entrepreneur First Incubator, Accelerator",UK,min. $137k,N/A,"We invest in early career professionals, academics and PhD graduates with two or more years of experience (EF...",invest@entrepreneurfirstubatoraccelerator.com
William and Flora Hewl... Family office,USA,N/A,N/A,,williamandflorahewl@gmail.com
Pfizer Venture Investm... Corporate VC,USA,N/A,N/A,,team@pfizerventureinvestmcorporatevc.com
"MediaTech Ventures Incubator, Accelerator",USA Israel +11,max. $100k,1. Idea or Patent 2. Prototype +2,We invest in innovation in media through economic development funds and programs for founders and startups growing into...,hello@mediatechubatoraccelerator.com
Zeev Ventures VC firm,N/A,N/A,N/A,,hello@zeev.com
Counterpart Ventures Other,USA,N/A,N/A,,counterpartother@hotmail.com
Prairiegold Venture Pa... VC firm,N/A,N/A,N/A,,invest@prairiegoldventurepa.com
Greenlight Re Innovati... Corporate VC,USA,max. $1.5M,3. Early Revenue 2. Prototype +1,We invest in early stage insurtech startups.,team@greenlightreinnovaticorporatevc.com
Steelhead Peak Family office,USA,N/A,N/A,,steelheadpeak@gmail.com
SIBF VC VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,sibfvc@hotmail.com
Earlymarket VC firm,N/A,N/A,N/A,,hello@earlymarket.com
SpinLab - The HHL Acce... VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,spinlabthehhlacce@gmail.com
Magenta Venture Partne... VC firm,N/A,N/A,2. Prototype 3. Early Revenue +1,,magentaventurepartne@hotmail.com
MMC Greater London Fun... VC firm,UK,N/A,N/A,,mmcgreaterlondonfun@hotmail.com
Helpful Capital VC firm,N/A,N/A,3. Early Revenue 4. Scaling,,helpful@gmail.com
Bonsai Venture Capital VC firm,N/A,N/A,N/A,,bonsaiventure@gmail.com
ProVenture Other,N/A,N/A,N/A,,contact@proventureother.com
VentureFounders VC firm,UK,N/A,3. Early Revenue,,venturefounders@hotmail.com
Vesalius Biocapital VC firm,Germany,N/A,N/A,,vesaliusbio@gmail.com
Threshold VC firm,USA,N/A,N/A,,hello@threshold.com
Valor Capital Group Other,USA,N/A,N/A,,invest@valorother.com
Eniac Ventures VC firm,USA,N/A,N/A,,hello@eniac.com
Qumra Capital VC firm,UK,N/A,5. Growth 6. Pre-IPO,,contact@qumra.com
Level 2 Partners VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,info@level2partners.com
QueensBridge Venture P... VC firm,N/A,N/A,N/A,,queensbridgeventurep@gmail.com
"HF0 Incubator, Accelerator",N/A,$1M to $1M,N/A,We invest in repeat founders,info@hf0ubatoraccelerator.com
Cliffstone Advisors VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,cliffstoneadvisors@hotmail.com
Embark Ventures VC firm,USA,min. $250k,2. Prototype,,contact@embark.com
Berggruen Holdings VC firm,N/A,N/A,N/A,,invest@berggruenholdings.com
Stacked Capital VC firm,USA Canada,N/A,N/A,,stacked@gmail.com
Imprimatur Capital VC firm,USA Israel +3,N/A,3. Early Revenue,,imprimatur@hotmail.com
Mindspan Family office,USA,N/A,N/A,,mindspan@hotmail.com
GS Venture Corporate VC,N/A,N/A,N/A,,gsventurecorporatevc@gmail.com
GFC Global Founders Ca... Other,N/A,N/A,N/A,,info@gfcglobalfounderscaother.com
Lansdowne Partners VC firm,UK,N/A,N/A,,lansdownepartners@gmail.com
Tao Capital Partners Family office,USA,N/A,N/A,,info@taopartners.com
Early Light Ventures VC firm,N/A,N/A,N/A,,hello@earlylight.com
EES Ventures VC firm,N/A,N/A,N/A,,ees@hotmail.com
Farmhouse Capital Other,N/A,N/A,N/A,,invest@farmhouseother.com
JAL Ventures VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,team@jal.com
"Women's Startup Lab Incubator, Accelerator",N/A,N/A,N/A,,team@womensstartuplabubatoraccelerator.com
Fairfax Digital Ventur... Corporate VC,Australia,N/A,N/A,,contact@fairfaxdigitalventurcorporatevc.com
Repsol Energy Ventures Corporate VC,USA Israel +2,N/A,3. Early Revenue,,hello@repsolenergycorporatevc.com
Steadfast Venture Capi... VC firm,N/A,N/A,N/A,,contact@steadfastventurecapi.com
Venture51 VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,hello@venture51.com
All Iron Ventures VC firm,UK Spain +3,max. $3M,3. Early Revenue,We invest in the Digital sector. Preference of C2C / Transactional / B2B Marketplaces and E-Commerce / Subscription...,alliron@hotmail.com
Food Angels Angel network,N/A,N/A,N/A,,foodangels@hotmail.com
Small World Group VC firm,Singapore USA,min. $50k,N/A,,contact@smallworld.com
Generis Capital VC firm,France,min. $1M,3. Early Revenue 4. Scaling,,contact@generis.com
CMC Capital Group Corporate VC,China,N/A,N/A,,hello@cmccorporatevc.com
11.2 Capital VC firm,USA Canada,N/A,3. Early Revenue,,team@112.com
RVC InfraFund Corporate VC,Russia,N/A,N/A,,invest@rvcinfrafundcorporatevc.com
Riverside Ventures VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,team@riverside.com
Hivers and Strivers Angel network,N/A,N/A,N/A,,hiversandstrivers@hotmail.com
VestedWorld Other,N/A,N/A,N/A,,contact@vestedworldother.com
United Talent Agency Other,N/A,N/A,N/A,,team@unitedtalentagencyother.com
Active Capital VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,invest@active.com
ince Capital VC firm,N/A,N/A,4. Scaling 5. Growth,,team@e.com
Stargate Capital Inves... Corporate VC,UK,N/A,N/A,,hello@stargateinvescorporatevc.com
KiwiVenture Partners Other,USA,N/A,N/A,,invest@kiwiventurepartnersother.com
Engelhardt Kaupp Kiefe... Corporate VC,Germany,N/A,N/A,,hello@engelhardtkauppkiefecorporatevc.com
Crossroad Venture Capi... VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,team@crossroadventurecapi.com
Decibel Partners VC firm,N/A,N/A,N/A,,decibelpartners@gmail.com
Rock Health VC firm,USA,N/A,3. Early Revenue,,hello@rockhealth.com
Powerhouse VC firm,N/A,N/A,N/A,,hello@powerhouse.com
Dragon Venture VC firm,Hong Kong,N/A,N/A,,team@dragonventure.com
Mangrove Capital VC firm,Canada France +3,N/A,1. Idea or Patent 2. Prototype +1,,contact@mangrove.com
Liberation Capital VC firm,N/A,N/A,N/A,,liberation@hotmail.com
Northcap VC firm,N/A,N/A,N/A,,invest@northcap.com
Ash Creek Capital Advi... Angel network,N/A,N/A,N/A,,hello@ashcreekadvi.com
Johnson Venture Partne... Other,USA,N/A,N/A,,johnsonventurepartneother@gmail.com
GreenGage Capital Family office,USA,N/A,N/A,,team@greengage.com
Lowe's Ventures Corporate VC,USA,N/A,N/A,,lowescorporatevc@hotmail.com
The Hillman Company Family office,USA,N/A,N/A,,thehillman@gmail.com
Chloe Capital Other,N/A,N/A,2. Prototype 3. Early Revenue,,hello@chloeother.com
VCCorp Corporate VC,N/A,N/A,N/A,,vccorpcorporatevc@hotmail.com
Fosun RZ Capital VC firm,N/A,N/A,5. Growth 6. Pre-IPO,,team@fosunrz.com
Fuel Capital Other,USA,N/A,N/A,,invest@fuelother.com
Growin’Partners Corporate VC,Japan,N/A,N/A,,growinpartnerscorporatevc@gmail.com
Play Ventures Other,N/A,N/A,N/A,,playother@hotmail.com
"Hillman Incubator, Accelerator",N/A,N/A,2. Prototype 3. Early Revenue,,team@hillmanubatoraccelerator.com
TiE Launchpad VC firm,N/A,N/A,N/A,,team@tielaunchpad.com
AS1 Growth Partners Family office,Australia,N/A,N/A,,hello@as1growthpartners.com
Lerner Enterprises Family office,USA,N/A,N/A,,lernerenterprises@hotmail.com
Hard Yaka Other,USA,N/A,N/A,,hardyakaother@gmail.com
AngelCube VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,angelcube@gmail.com
Background Capital VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,hello@background.com
Beacon Capital (USA) Family office,USA,N/A,N/A,,beaconusa@hotmail.com
Coatue VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,coatue@gmail.com
Odey Asset Management VC firm,USA Israel +2,N/A,N/A,,invest@odeyassetmanagement.com
Cherrystone Angel Grou... Angel network,N/A,N/A,N/A,,hello@cherrystoneangelgrou.com
Open Road Alliance Other,N/A,N/A,N/A,,openroadallianceother@gmail.com
Velorum Capital VC firm,USA,N/A,N/A,,team@velorum.com
Comet Labs VC firm,USA China,N/A,2. Prototype 3. Early Revenue,,team@cometlabs.com
Foley Ventures VC firm,N/A,N/A,N/A,,foley@gmail.com
Beacon Angels Angel network,N/A,N/A,N/A,,team@beaconangels.com
MiddleGame Ventures VC firm,UK,N/A,N/A,,middlegame@hotmail.com
Asahi Medialab Venture... Corporate VC,Japan,N/A,N/A,,asahimedialabventurecorporatevc@gmail.com
"AngelPad Incubator, Accelerator",N/A,$120k to $120k,2. Prototype 3. Early Revenue,,angelpadubatoraccelerator@gmail.com
Shavit Capital Fund VC firm,N/A,N/A,5. Growth 6. Pre-IPO,,info@shavitfund.com
Eudaimonia Capital Family office,USA Israel +1,N/A,N/A,,contact@eudaimonia.com
OTV Olive Tree Venture... VC firm,N/A,N/A,5. Growth 6. Pre-IPO,,hello@otvolivetreeventure.com
Lets Venture VC firm,India,N/A,N/A,,invest@letsventure.com
Brick & Mortar Venture... VC firm,N/A,N/A,N/A,,hello@brickmortarventure.com
Oceans VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,team@oceans.com
RimRock Capital Manage... VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,contact@rimrockmanage.com
MCI Mandiri Capital In... Corporate VC,Indonesia,N/A,N/A,,contact@mcimandiriincorporatevc.com
LearnLaunch Accelerato... VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,learnlaunchaccelerato@hotmail.com
Shanda Capital Corporate VC,China,N/A,N/A,,hello@shandacorporatevc.com
Carlton Holdings​ VC firm,Hong Kong,N/A,N/A,,contact@carltonholdings.com
Casa Verde Capital VC firm,N/A,N/A,N/A,,info@casaverde.com
AI Seed Fund VC firm,UK,N/A,2. Prototype,,hello@aiseedfund.com
Carolina Angel Network Angel network,N/A,N/A,N/A,,hello@carolina.com
Emerald Technology Ven... VC firm,USA Canada,N/A,3. Early Revenue,"We invest in the areas of energy, water, industrial IT, advanced materials, recycling, mobility, robotics, and...",emeraldtechnologyven@hotmail.com
Avista Investments Family office,USA,N/A,N/A,,avistainvestments@gmail.com
Saman Ventures VC firm,Austria,N/A,3. Early Revenue,,invest@saman.com
IU Angel Network Angel network,N/A,N/A,N/A,,iu@hotmail.com
TVM Capital Life Scien... VC firm,UK,N/A,N/A,,tvmlifescien@gmail.com
Four Rivers Group VC firm,N/A,N/A,N/A,,info@fourrivers.com
Inco Group VC firm,USA Israel +2,min. $100k,N/A,,team@o.com
Makoto Capital VC firm,Japan,N/A,N/A,,info@makoto.com
Julius Capital Partner... Family office,USA,N/A,N/A,,invest@juliuspartner.com
Red Bear Angels VC firm,N/A,N/A,N/A,,redbearangels@gmail.com
Birdie Venture Capital VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,contact@birdieventure.com
Angel Investor Forum Angel network,N/A,N/A,N/A,,invest@angelinvestorforum.com
Little Fish Capital VC firm,Australia,min. $500k,N/A,,invest@littlefish.com
Chrysalis VCT VC firm,UK,N/A,3. Early Revenue,,team@chrysalisvct.com
Miramar Digital Ventur... Corporate VC,USA,N/A,N/A,,hello@miramardigitalventurcorporatevc.com
Orot Luces VC firm,N/A,N/A,N/A,,invest@orotluces.com
Double M Partners VC firm,N/A,N/A,N/A,,hello@doublempartners.com
Jopeko Capital Family office,USA,N/A,N/A,,jopeko@gmail.com
Leorsa Innovations Corporate VC,Russia,N/A,N/A,,team@leorsainnovationscorporatevc.com
Urban Us VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,contact@urbanus.com
"Upstart Lab Incubator, Accelerator",N/A,N/A,N/A,,hello@upstartlabubatoraccelerator.com
Captii Ventures VC firm,Malaysia,N/A,N/A,,team@captii.com
Angels Unleashed VC firm,N/A,N/A,N/A,,invest@angelsunleashed.com
CE Venture Capital VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,info@ceventure.com
Angel One Investor Net... Angel network,N/A,N/A,N/A,,team@angeloneinvestornet.com
Ecotrust Forest Manage... Other,N/A,N/A,N/A,,invest@ecotrustforestmanageother.com
Fountain Healthcare VC firm,USA UK,min. $10M,3. Early Revenue,,hello@fountainhealthcare.com
Kite Ventures VC firm,N/A,N/A,N/A,,contact@kite.com
Reservoir Capital Grou... Other,USA,N/A,N/A,,info@reservoirgrouother.com
Van Herk Ventures Corporate VC,Netherlands,N/A,N/A,,vanherkcorporatevc@hotmail.com
Central Texas Angel Ne... Angel network,N/A,N/A,N/A,,invest@centraltexasangelne.com
SEB Venture Capital Corporate VC,Sweden,N/A,N/A,,invest@sebventurecorporatevc.com
Angeles Investors Angel network,N/A,N/A,N/A,,hello@angelesinvestors.com
Intel Capital Corporate VC,USA Israel +2,min. $1M,3. Early Revenue 4. Scaling,,team@intelcorporatevc.com
Monta Vista Capital VC firm,N/A,N/A,N/A,,info@montavista.com
Amino Capital Other,USA,N/A,N/A,,invest@aminoother.com
henQ Capital VC firm,N/A,N/A,N/A,,contact@henq.com
Promentum Equity Partn... Other,N/A,N/A,N/A,,invest@promentumequitypartnother.com
Air Street Capital VC firm,USA UK,min. $150k,2. Prototype,,contact@airstreet.com
Moodoos Investments Family office,USA,N/A,N/A,,hello@moodoosinvestments.com
Partners Resolute VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,invest@partnersresolute.com
